"time","isHit","ratio"
"10:17:09 PM","HIT","100.00"
"10:17:09 PM","HIT","100.00"
"10:17:09 PM","HIT","100.00"
"10:17:10 PM","HIT","100.00"
"10:17:10 PM","HIT","100.00"
"10:17:10 PM","HIT","100.00"
"10:17:11 PM","HIT","100.00"
"10:17:12 PM","HIT","100.00"
"10:17:12 PM","HIT","100.00"
"10:17:13 PM","HIT","100.00"
"10:17:13 PM","HIT","100.00"
"10:17:13 PM","HIT","100.00"
"10:17:14 PM","HIT","100.00"
"10:17:14 PM","HIT","100.00"
"10:17:14 PM","HIT","100.00"
"10:17:15 PM","HIT","100.00"
"10:17:15 PM","HIT","100.00"
"10:17:15 PM","HIT","100.00"
"10:17:16 PM","HIT","100.00"
"10:17:16 PM","HIT","100.00"
"10:17:16 PM","HIT","100.00"
"10:17:17 PM","HIT","100.00"
"10:17:17 PM","HIT","100.00"
"10:17:17 PM","HIT","100.00"
"10:17:18 PM","HIT","100.00"
"10:17:18 PM","HIT","100.00"
"10:17:19 PM","HIT","100.00"
"10:17:20 PM","HIT","100.00"
"10:17:21 PM","HIT","100.00"
"10:17:22 PM","HIT","100.00"
"10:17:23 PM","HIT","100.00"
"10:17:23 PM","HIT","100.00"
"10:17:23 PM","HIT","100.00"
"10:17:26 PM","HIT","100.00"
"10:17:26 PM","HIT","100.00"
"10:17:27 PM","HIT","100.00"
"10:17:27 PM","HIT","100.00"
"10:17:27 PM","HIT","100.00"
"10:17:27 PM","HIT","100.00"
"10:17:28 PM","HIT","100.00"
"10:17:28 PM","HIT","100.00"
"10:17:29 PM","HIT","100.00"
"10:17:29 PM","HIT","100.00"
"10:17:29 PM","MISS","97.73"
"10:17:29 PM","MISS","95.56"
"10:17:29 PM","MISS","93.48"
"10:17:29 PM","MISS","91.49"
"10:17:30 PM","HIT","91.67"
"10:17:30 PM","HIT","91.84"
"10:17:31 PM","HIT","92.00"
"10:17:31 PM","HIT","92.16"
"10:17:31 PM","HIT","92.31"
"10:17:32 PM","HIT","92.45"
"10:17:32 PM","HIT","92.59"
"10:17:32 PM","HIT","92.73"
"10:17:32 PM","HIT","92.86"
"10:17:33 PM","HIT","92.98"
"10:17:33 PM","HIT","93.10"
"10:17:34 PM","HIT","93.22"
"10:17:48 PM","MISS","91.67"
"10:17:48 PM","MISS","90.16"
"10:17:48 PM","MISS","88.71"
"10:17:48 PM","MISS","87.30"
"10:17:48 PM","MISS","85.94"
"10:17:48 PM","MISS","84.62"
"10:17:48 PM","MISS","83.33"
"10:17:48 PM","MISS","82.09"
"10:17:48 PM","MISS","80.88"
"10:17:48 PM","MISS","79.71"
"10:17:48 PM","MISS","78.57"
"10:17:48 PM","MISS","77.46"
"10:17:48 PM","MISS","76.39"
"10:17:48 PM","MISS","75.34"
"10:17:48 PM","MISS","74.32"
"10:17:48 PM","MISS","73.33"
"10:17:48 PM","MISS","72.37"
"10:17:48 PM","MISS","71.43"
"10:17:48 PM","MISS","70.51"
"10:17:48 PM","MISS","69.62"
"10:17:49 PM","HIT","70.00"
"10:17:58 PM","MISS","69.14"
"10:17:58 PM","MISS","68.29"
"10:17:58 PM","MISS","67.47"
"10:17:58 PM","MISS","66.67"
"10:17:58 PM","MISS","65.88"
"10:17:58 PM","MISS","65.12"
"10:17:58 PM","MISS","64.37"
"10:17:58 PM","MISS","63.64"
"10:17:58 PM","MISS","62.92"
"10:17:58 PM","MISS","62.22"
"10:17:58 PM","MISS","61.54"
"10:17:58 PM","MISS","60.87"
"10:17:58 PM","MISS","60.22"
"10:17:58 PM","MISS","59.57"
"10:17:58 PM","MISS","58.95"
"10:17:58 PM","MISS","58.33"
"10:17:58 PM","MISS","57.73"
"10:17:58 PM","MISS","57.14"
"10:17:58 PM","MISS","56.57"
"10:17:58 PM","MISS","56.00"
"10:17:58 PM","MISS","55.45"
"10:17:58 PM","MISS","54.90"
"10:17:58 PM","MISS","54.37"
"10:17:58 PM","MISS","53.85"
"10:17:58 PM","MISS","53.33"
"10:18:01 PM","MISS","52.83"
"10:18:01 PM","MISS","52.34"
"10:18:01 PM","MISS","51.85"
"10:18:01 PM","MISS","51.38"
"10:18:01 PM","MISS","50.91"
"10:18:07 PM","MISS","50.45"
"10:18:07 PM","MISS","50.00"
"10:18:07 PM","MISS","49.56"
"10:18:07 PM","MISS","49.12"
"10:18:07 PM","MISS","48.70"
"10:18:07 PM","MISS","48.28"
"10:18:07 PM","MISS","47.86"
"10:18:07 PM","MISS","47.46"
"10:18:07 PM","MISS","47.06"
"10:18:07 PM","MISS","46.67"
"10:18:07 PM","MISS","46.28"
"10:18:07 PM","MISS","45.90"
"10:18:11 PM","MISS","45.53"
"10:18:11 PM","MISS","45.16"
"10:18:11 PM","MISS","44.80"
"10:18:11 PM","MISS","44.44"
"10:18:11 PM","MISS","44.09"
"10:18:11 PM","MISS","43.75"
"10:18:11 PM","MISS","43.41"
"10:18:11 PM","MISS","43.08"
"10:18:18 PM","MISS","42.75"
"10:18:18 PM","MISS","42.42"
"10:18:18 PM","MISS","42.11"
"10:18:18 PM","MISS","41.79"
"10:18:18 PM","MISS","41.48"
"10:18:18 PM","MISS","41.18"
"10:18:18 PM","MISS","40.88"
"10:18:18 PM","MISS","40.58"
"10:18:28 PM","MISS","40.29"
"10:18:28 PM","MISS","40.00"
"10:18:28 PM","MISS","39.72"
"10:18:28 PM","MISS","39.44"
"10:18:28 PM","MISS","39.16"
"10:18:28 PM","MISS","38.89"
"10:18:28 PM","MISS","38.62"
"10:18:28 PM","MISS","38.36"
"10:18:28 PM","MISS","38.10"
"10:18:28 PM","MISS","37.84"
"10:18:28 PM","MISS","37.58"
"10:18:28 PM","MISS","37.33"
"10:18:28 PM","MISS","37.09"
"10:18:28 PM","MISS","36.84"
"10:18:28 PM","MISS","36.60"
"10:18:28 PM","MISS","36.36"
"10:18:28 PM","MISS","36.13"
"10:18:28 PM","MISS","35.90"
"10:18:28 PM","MISS","35.67"
"10:18:28 PM","MISS","35.44"
"10:18:28 PM","MISS","35.22"
"10:18:28 PM","MISS","35.00"
"10:18:28 PM","MISS","34.78"
"10:18:28 PM","MISS","34.57"
"10:18:38 PM","MISS","34.36"
"10:18:38 PM","MISS","34.15"
"10:18:38 PM","MISS","33.94"
"10:18:38 PM","MISS","33.73"
"10:18:38 PM","MISS","33.53"
"10:18:38 PM","MISS","33.33"
"10:18:38 PM","MISS","33.14"
"10:18:38 PM","MISS","32.94"
"10:18:38 PM","MISS","32.75"
"10:18:38 PM","MISS","32.56"
"10:18:38 PM","MISS","32.37"
"10:18:38 PM","MISS","32.18"
"10:18:38 PM","MISS","32.00"
"10:18:38 PM","MISS","31.82"
"10:18:38 PM","MISS","31.64"
"10:18:38 PM","MISS","31.46"
"10:18:38 PM","MISS","31.28"
"10:18:41 PM","MISS","31.11"
"10:18:41 PM","MISS","30.94"
"10:18:41 PM","MISS","30.77"
"10:18:41 PM","MISS","30.60"
"10:18:41 PM","MISS","30.43"
"10:18:41 PM","MISS","30.27"
"10:18:41 PM","MISS","30.11"
"10:18:47 PM","MISS","29.95"
"10:18:47 PM","MISS","29.79"
"10:18:47 PM","MISS","29.63"
"10:18:47 PM","MISS","29.47"
"10:18:47 PM","MISS","29.32"
"10:18:47 PM","MISS","29.17"
"10:18:47 PM","MISS","29.02"
"10:18:47 PM","MISS","28.87"
"10:18:48 PM","MISS","28.72"
"10:18:48 PM","MISS","28.57"
"10:18:48 PM","MISS","28.43"
"10:18:54 PM","MISS","28.28"
"10:18:54 PM","MISS","28.14"
"10:18:54 PM","MISS","28.00"
"10:18:54 PM","MISS","27.86"
"10:18:54 PM","MISS","27.72"
"10:18:57 PM","MISS","27.59"
"10:18:57 PM","MISS","27.45"
"10:18:57 PM","MISS","27.32"
"10:18:57 PM","MISS","27.18"
"10:18:57 PM","MISS","27.05"
"10:18:57 PM","MISS","26.92"
"10:18:57 PM","MISS","26.79"
"10:18:57 PM","MISS","26.67"
"10:18:57 PM","MISS","26.54"
"10:18:57 PM","MISS","26.42"
"10:18:57 PM","MISS","26.29"
"10:18:57 PM","MISS","26.17"
"10:18:57 PM","MISS","26.05"
"10:19:00 PM","MISS","25.93"
"10:19:00 PM","MISS","25.81"
"10:19:00 PM","MISS","25.69"
"10:19:03 PM","MISS","25.57"
"10:19:03 PM","MISS","25.45"
"10:19:03 PM","MISS","25.34"
"10:19:03 PM","MISS","25.23"
"10:19:03 PM","MISS","25.11"
"10:19:03 PM","MISS","25.00"
"10:19:03 PM","MISS","24.89"
"10:19:04 PM","HIT","25.22"
"10:19:04 PM","HIT","25.55"
"10:19:04 PM","HIT","25.88"
"10:19:04 PM","HIT","26.20"
"10:19:04 PM","HIT","26.52"
"10:19:04 PM","HIT","26.84"
"10:19:04 PM","MISS","26.72"
"10:19:04 PM","MISS","26.61"
"10:19:04 PM","MISS","26.50"
"10:19:05 PM","MISS","26.38"
"10:19:05 PM","MISS","26.27"
"10:19:05 PM","MISS","26.16"
"10:19:13 PM","MISS","26.05"
"10:19:13 PM","MISS","25.94"
"10:19:13 PM","MISS","25.83"
"10:19:13 PM","MISS","25.73"
"10:19:13 PM","MISS","25.62"
"10:19:13 PM","MISS","25.51"
"10:19:13 PM","MISS","25.41"
"10:19:13 PM","MISS","25.31"
"10:19:13 PM","MISS","25.20"
"10:19:13 PM","MISS","25.10"
"10:19:13 PM","MISS","25.00"
"10:19:13 PM","MISS","24.90"
"10:19:13 PM","MISS","24.80"
"10:19:15 PM","HIT","25.10"
"10:19:18 PM","MISS","25.00"
"10:19:18 PM","MISS","24.90"
"10:19:18 PM","MISS","24.80"
"10:19:18 PM","MISS","24.71"
"10:19:18 PM","MISS","24.61"
"10:19:18 PM","MISS","24.51"
"10:19:18 PM","MISS","24.42"
"10:19:18 PM","MISS","24.32"
"10:19:18 PM","MISS","24.23"
"10:19:18 PM","MISS","24.14"
"10:19:18 PM","MISS","24.05"
"10:19:18 PM","MISS","23.95"
"10:19:18 PM","MISS","23.86"
"10:19:18 PM","MISS","23.77"
"10:19:24 PM","HIT","24.06"
"10:19:27 PM","MISS","23.97"
"10:19:27 PM","MISS","23.88"
"10:19:27 PM","MISS","23.79"
"10:19:27 PM","MISS","23.70"
"10:19:27 PM","MISS","23.62"
"10:19:27 PM","MISS","23.53"
"10:19:27 PM","MISS","23.44"
"10:19:27 PM","MISS","23.36"
"10:19:27 PM","MISS","23.27"
"10:19:27 PM","MISS","23.19"
"10:19:27 PM","MISS","23.10"
"10:19:27 PM","MISS","23.02"
"10:19:27 PM","MISS","22.94"
"10:19:27 PM","MISS","22.86"
"10:19:27 PM","MISS","22.78"
"10:19:27 PM","MISS","22.70"
"10:19:27 PM","MISS","22.61"
"10:19:27 PM","MISS","22.54"
"10:19:27 PM","MISS","22.46"
"10:19:27 PM","MISS","22.38"
"10:19:27 PM","MISS","22.30"
"10:19:27 PM","MISS","22.22"
"10:19:35 PM","MISS","22.15"
"10:19:35 PM","MISS","22.07"
"10:19:35 PM","MISS","21.99"
"10:19:35 PM","MISS","21.92"
"10:19:35 PM","MISS","21.84"
"10:19:35 PM","MISS","21.77"
"10:19:35 PM","MISS","21.69"
"10:19:35 PM","MISS","21.62"
"10:19:35 PM","MISS","21.55"
"10:19:35 PM","MISS","21.48"
"10:19:35 PM","MISS","21.40"
"10:19:35 PM","MISS","21.33"
"10:19:35 PM","MISS","21.26"
"10:19:35 PM","MISS","21.19"
"10:19:38 PM","MISS","21.12"
"10:19:38 PM","MISS","21.05"
"10:19:42 PM","MISS","20.98"
"10:19:42 PM","MISS","20.92"
"10:19:42 PM","MISS","20.85"
"10:19:42 PM","MISS","20.78"
"10:19:42 PM","MISS","20.71"
"10:19:42 PM","MISS","20.65"
"10:19:42 PM","MISS","20.58"
"10:19:48 PM","MISS","20.51"
"10:19:48 PM","MISS","20.45"
"10:19:48 PM","MISS","20.38"
"10:19:48 PM","MISS","20.32"
"10:19:48 PM","MISS","20.25"
"10:19:48 PM","MISS","20.19"
"10:19:58 PM","MISS","20.13"
"10:19:58 PM","MISS","20.06"
"10:19:58 PM","MISS","20.00"
"10:19:58 PM","MISS","19.94"
"10:19:58 PM","MISS","19.88"
"10:19:58 PM","MISS","19.81"
"10:19:58 PM","MISS","19.75"
"10:19:58 PM","MISS","19.69"
"10:19:58 PM","MISS","19.63"
"10:19:58 PM","MISS","19.57"
"10:19:58 PM","MISS","19.51"
"10:19:58 PM","MISS","19.45"
"10:19:58 PM","MISS","19.39"
"10:19:58 PM","MISS","19.34"
"10:19:58 PM","MISS","19.28"
"10:19:58 PM","MISS","19.22"
"10:19:58 PM","MISS","19.16"
"10:19:58 PM","MISS","19.10"
"10:19:58 PM","MISS","19.05"
"10:20:10 PM","MISS","18.99"
"10:20:11 PM","MISS","18.93"
"10:20:11 PM","MISS","18.88"
"10:20:11 PM","MISS","18.82"
"10:20:11 PM","MISS","18.77"
"10:20:11 PM","MISS","18.71"
"10:20:11 PM","MISS","18.66"
"10:20:11 PM","MISS","18.60"
"10:20:11 PM","MISS","18.55"
"10:20:11 PM","MISS","18.50"
"10:20:11 PM","MISS","18.44"
"10:20:11 PM","MISS","18.39"
"10:20:11 PM","MISS","18.34"
"10:20:11 PM","MISS","18.29"
"10:20:11 PM","MISS","18.23"
"10:20:11 PM","MISS","18.18"
"10:20:11 PM","MISS","18.13"
"10:20:11 PM","MISS","18.08"
"10:20:11 PM","MISS","18.03"
"10:20:11 PM","MISS","17.98"
"10:20:11 PM","MISS","17.93"
"10:20:11 PM","MISS","17.88"
"10:20:11 PM","MISS","17.83"
"10:20:13 PM","MISS","17.78"
"10:20:13 PM","MISS","17.73"
"10:20:22 PM","MISS","17.68"
"10:20:22 PM","MISS","17.63"
"10:20:22 PM","MISS","17.58"
"10:20:22 PM","MISS","17.53"
"10:20:22 PM","MISS","17.49"
"10:20:22 PM","MISS","17.44"
"10:20:22 PM","MISS","17.39"
"10:20:22 PM","MISS","17.34"
"10:20:22 PM","MISS","17.30"
"10:20:22 PM","MISS","17.25"
"10:20:22 PM","MISS","17.20"
"10:20:22 PM","MISS","17.16"
"10:20:22 PM","MISS","17.11"
"10:20:22 PM","MISS","17.07"
"10:20:22 PM","MISS","17.02"
"10:20:22 PM","MISS","16.98"
"10:20:31 PM","MISS","16.93"
"10:20:31 PM","MISS","16.89"
"10:20:31 PM","MISS","16.84"
"10:20:31 PM","MISS","16.80"
"10:20:31 PM","MISS","16.75"
"10:20:31 PM","MISS","16.71"
"10:20:31 PM","MISS","16.67"
"10:20:31 PM","MISS","16.62"
"10:20:31 PM","MISS","16.58"
"10:20:31 PM","MISS","16.54"
"10:20:31 PM","MISS","16.49"
"10:20:31 PM","MISS","16.45"
"10:20:31 PM","MISS","16.41"
"10:20:31 PM","MISS","16.37"
"10:20:31 PM","MISS","16.33"
"10:20:31 PM","MISS","16.28"
"10:20:31 PM","MISS","16.24"
"10:20:31 PM","MISS","16.20"
"10:20:31 PM","MISS","16.16"
"10:20:31 PM","MISS","16.12"
"10:20:32 PM","MISS","16.08"
"10:20:39 PM","MISS","16.04"
"10:20:39 PM","MISS","16.00"
"10:20:39 PM","MISS","15.96"
"10:20:39 PM","MISS","15.92"
"10:20:39 PM","MISS","15.88"
"10:20:39 PM","MISS","15.84"
"10:20:39 PM","MISS","15.80"
"10:20:39 PM","MISS","15.76"
"10:20:39 PM","MISS","15.72"
"10:20:42 PM","MISS","15.69"
"10:20:42 PM","MISS","15.65"
"10:20:42 PM","MISS","15.61"
"10:20:42 PM","MISS","15.57"
"10:20:42 PM","MISS","15.53"
"10:20:42 PM","MISS","15.50"
"10:20:42 PM","MISS","15.46"
"10:20:51 PM","MISS","15.42"
"10:20:51 PM","MISS","15.38"
"10:20:51 PM","MISS","15.35"
"10:20:51 PM","MISS","15.31"
"10:20:51 PM","MISS","15.27"
"10:20:51 PM","MISS","15.24"
"10:20:51 PM","MISS","15.20"
"10:20:51 PM","MISS","15.17"
"10:20:51 PM","MISS","15.13"
"10:20:51 PM","MISS","15.09"
"10:20:51 PM","MISS","15.06"
"10:20:51 PM","MISS","15.02"
"10:20:51 PM","MISS","14.99"
"10:20:51 PM","MISS","14.95"
"10:20:51 PM","MISS","14.92"
"10:20:51 PM","MISS","14.88"
"10:20:51 PM","MISS","14.85"
"10:20:51 PM","MISS","14.81"
"10:20:51 PM","MISS","14.78"
"10:20:51 PM","MISS","14.75"
"10:20:51 PM","MISS","14.71"
"10:20:51 PM","MISS","14.68"
"10:20:51 PM","MISS","14.65"
"10:20:52 PM","MISS","14.61"
"10:20:52 PM","MISS","14.58"
"10:20:55 PM","MISS","14.55"
"10:20:55 PM","MISS","14.51"
"10:20:55 PM","MISS","14.48"
"10:20:55 PM","MISS","14.45"
"10:20:55 PM","MISS","14.41"
"10:20:59 PM","MISS","14.38"
"10:20:59 PM","MISS","14.35"
"10:20:59 PM","MISS","14.32"
"10:20:59 PM","MISS","14.29"
"10:21:02 PM","MISS","14.25"
"10:21:02 PM","MISS","14.22"
"10:21:02 PM","MISS","14.19"
"10:21:02 PM","MISS","14.16"
"10:21:02 PM","MISS","14.13"
"10:21:02 PM","MISS","14.10"
"10:21:02 PM","MISS","14.07"
"10:21:05 PM","MISS","14.04"
"10:21:05 PM","MISS","14.00"
"10:21:05 PM","MISS","13.97"
"10:21:05 PM","MISS","13.94"
"10:21:05 PM","MISS","13.91"
"10:21:05 PM","MISS","13.88"
"10:21:08 PM","MISS","13.85"
"10:21:08 PM","MISS","13.82"
"10:21:08 PM","MISS","13.79"
"10:21:08 PM","MISS","13.76"
"10:21:08 PM","MISS","13.73"
"10:21:08 PM","MISS","13.70"
"10:21:08 PM","MISS","13.68"
"10:21:08 PM","MISS","13.65"
"10:21:12 PM","MISS","13.62"
"10:21:12 PM","MISS","13.59"
"10:21:12 PM","MISS","13.56"
"10:21:12 PM","MISS","13.53"
"10:21:12 PM","MISS","13.50"
"10:21:12 PM","MISS","13.47"
"10:21:16 PM","MISS","13.45"
"10:21:17 PM","MISS","13.42"
"10:21:17 PM","MISS","13.39"
"10:21:17 PM","MISS","13.36"
"10:21:17 PM","MISS","13.33"